Customer ID,Referred a Friend,Number of Referrals,Satisfaction Score,Customer Status,Churn Reason,Churn Category
2332-EFBJY,No,0,1,Churned,Long distance charges,Price
9474-PHLYD,No,0,1,Churned,Network reliability,Dissatisfaction
2165-VOEGB,No,0,2,Churned,Don't know,Other
2219-MVUSO,No,0,2,Churned,Don't know,Other
8914-RBTSB,Yes,1,1,Churned,Don't know,Other
0963-ZBDRN,No,0,3,Churned,Attitude of support person,Attitude
7594-RQHXR,No,0,2,Churned,Deceased,Other
6331-EWIEB,No,0,2,Churned,Moved,Other
5998-VVEJY,No,0,3,Churned,Moved,Other
4317-VTEOA,No,0,2,Churned,Competitor had better devices,Competitor
1670-SVOWZ,Yes,1,1,Churned,Competitor had better devices,Competitor
7541-YLXCL,No,0,1,Churned,Don't know,Other
0260-ZDLGK,No,0,1,Churned,Competitor made better offer,Competitor
8722-NGNBH,No,0,1,Churned,Competitor had better devices,Competitor
0133-BMFZO,No,0,2,Churned,Competitor offered higher download speeds,Competitor
6128-CZOMY,No,0,2,Churned,Competitor offered higher download speeds,Competitor
9540-JYROE,No,0,1,Churned,Competitor offered higher download speeds,Competitor
3656-TKRVZ,No,0,2,Churned,Competitor offered more data,Competitor
1501-SGHBW,No,0,1,Churned,Competitor made better offer,Competitor
3208-YPIOE,No,0,3,Churned,Competitor made better offer,Competitor
2612-RANWT,No,0,2,Churned,Price too high,Price
2933-FILNV,No,0,3,Churned,Lack of self-service on Website,Dissatisfaction
9986-BONCE,No,0,1,Churned,Competitor made better offer,Competitor
4083-EUGRJ,No,0,1,Churned,Attitude of support person,Attitude
6410-LEFEN,No,0,1,Churned,Product dissatisfaction,Dissatisfaction
3194-ORPIK,Yes,1,1,Churned,Competitor had better devices,Competitor
8816-VXNZD,No,0,2,Churned,Lack of self-service on Website,Dissatisfaction
9378-FXTIZ,Yes,1,3,Churned,Network reliability,Dissatisfaction
1723-HKXJQ,No,0,2,Churned,Don't know,Other
7825-GKXMW,No,0,1,Churned,Competitor made better offer,Competitor
1240-KNSEZ,No,0,3,Churned,Long distance charges,Price
0836-SEYLU,Yes,2,1,Churned,Competitor had better devices,Competitor
3716-BDVDB,No,0,1,Churned,Competitor made better offer,Competitor
5899-MQZZL,No,0,2,Churned,Competitor offered higher download speeds,Competitor
6849-OYAMU,Yes,1,2,Churned,Competitor offered more data,Competitor
6038-GCYEC,No,0,1,Churned,Competitor had better devices,Competitor
1150-WFARN,Yes,1,1,Churned,Competitor had better devices,Competitor
3144-AUDBS,Yes,1,1,Churned,Competitor had better devices,Competitor
5616-PRTNT,No,0,2,Churned,Attitude of support person,Attitude
6688-UZPWD,Yes,1,1,Churned,Competitor offered more data,Competitor
2839-RFSQE,No,0,2,Churned,Attitude of support person,Attitude
0968-GSIKN,No,0,3,Churned,Competitor made better offer,Competitor
1965-DDBWU,No,0,3,Churned,Competitor made better offer,Competitor
9057-SIHCH,No,0,1,Churned,Price too high,Price
6771-XWBDM,Yes,1,1,Churned,Product dissatisfaction,Dissatisfaction
8601-QACRS,No,0,2,Churned,Competitor made better offer,Competitor
2391-SOORI,No,0,1,Churned,Lack of self-service on Website,Dissatisfaction
2645-QTLMB,No,0,3,Churned,Network reliability,Dissatisfaction
4806-HIPDW,Yes,1,2,Churned,Limited range of services,Dissatisfaction
8443-ZRDBZ,No,0,1,Churned,Long distance charges,Price
9136-ALYBR,No,0,3,Churned,Extra data charges,Price
7479-NITWS,No,0,1,Churned,Price too high,Price
2959-MJHIC,Yes,3,1,Churned,Product dissatisfaction,Dissatisfaction
5960-WPXQM,No,0,1,Churned,Competitor made better offer,Competitor
0684-AOSIH,Yes,1,1,Churned,Network reliability,Dissatisfaction
8260-NGFNY,No,0,2,Churned,Don't know,Other
1725-IQNIY,Yes,1,2,Churned,Competitor had better devices,Competitor
6598-RFFVI,No,0,3,Churned,Long distance charges,Price
8614-VGMMV,No,0,1,Churned,Competitor had better devices,Competitor
2930-UOTMB,No,0,1,Churned,Competitor offered higher download speeds,Competitor
2533-QVMSK,Yes,9,3,Churned,Competitor offered more data,Competitor
8625-AZYZY,Yes,2,3,Churned,Competitor made better offer,Competitor
9306-CPCBC,No,0,3,Churned,Competitor made better offer,Competitor
2656-TABEH,Yes,1,2,Churned,Service dissatisfaction,Dissatisfaction
2325-ZUSFD,Yes,1,1,Churned,Network reliability,Dissatisfaction
3932-CMDTD,No,0,2,Churned,Limited range of services,Dissatisfaction
3594-UVONA,No,0,1,Churned,Extra data charges,Price
0004-TLHLJ,No,0,1,Churned,Competitor had better devices,Competitor
5089-IFSDP,Yes,1,1,Churned,Product dissatisfaction,Dissatisfaction
4817-VYYWS,No,0,1,Churned,Service dissatisfaction,Dissatisfaction
1396-QWFBJ,Yes,1,3,Churned,Lack of self-service on Website,Dissatisfaction
5299-SJCZT,No,0,3,Churned,Network reliability,Dissatisfaction
2898-LSJGD,Yes,1,1,Churned,Attitude of service provider,Attitude
7359-PTSXY,No,0,1,Churned,Attitude of support person,Attitude
4503-BDXBD,No,0,1,Churned,Attitude of support person,Attitude
6086-ESGRL,No,0,1,Churned,Attitude of support person,Attitude
3886-CERTZ,Yes,1,1,Churned,Competitor had better devices,Competitor
5759-RCVCB,No,0,1,Churned,Competitor had better devices,Competitor
6372-RFVNS,Yes,1,3,Churned,Attitude of service provider,Attitude
8938-UMKPI,No,0,1,Churned,Competitor had better devices,Competitor
0991-BRRFB,No,0,1,Churned,Deceased,Other
6319-IEJWJ,Yes,1,1,Churned,Moved,Other
9025-AOMKI,No,0,2,Churned,Moved,Other
5275-SQEIZ,No,0,1,Churned,Competitor had better devices,Competitor
7716-YTYHG,Yes,1,2,Churned,Competitor offered higher download speeds,Competitor
4390-KYULV,Yes,1,1,Churned,Attitude of support person,Attitude
8945-GRKHX,No,0,1,Churned,Competitor had better devices,Competitor
6959-UWKHF,No,0,1,Churned,Competitor had better devices,Competitor
3815-SLMEF,No,0,1,Churned,Competitor offered higher download speeds,Competitor
5154-VEKBL,No,0,1,Churned,Competitor offered higher download speeds,Competitor
4587-VVTOX,Yes,1,1,Churned,Competitor offered more data,Competitor
4652-NNHNY,Yes,1,1,Churned,Don't know,Other
8515-OCTJS,No,0,3,Churned,Competitor made better offer,Competitor
5261-QSHQM,No,0,1,Churned,Competitor made better offer,Competitor
8868-WOZGU,No,0,3,Churned,Service dissatisfaction,Dissatisfaction
1334-FJSVR,No,0,1,Churned,Lack of self-service on Website,Dissatisfaction
7625-XCQRH,No,0,3,Churned,Network reliability,Dissatisfaction
1731-TVIUK,No,0,2,Churned,Competitor made better offer,Competitor
0618-XWMSS,No,0,1,Churned,Long distance charges,Price
2565-JSLRY,No,0,2,Churned,Price too high,Price
6689-KXGBO,No,0,1,Churned,Product dissatisfaction,Dissatisfaction
6615-NGGZJ,No,0,2,Churned,Service dissatisfaction,Dissatisfaction
4255-DDUOU,No,0,1,Churned,Long distance charges,Price
2984-MIIZL,No,0,1,Churned,Network reliability,Dissatisfaction
5590-YRFJT,Yes,1,3,Churned,Don't know,Other
3677-TNKIO,No,0,1,Churned,Don't know,Other
3329-WDIOK,No,0,1,Churned,Poor expertise of online support,Dissatisfaction
2873-ZLIWT,Yes,1,2,Churned,Competitor made better offer,Competitor
3415-TAILE,Yes,1,1,Churned,Competitor had better devices,Competitor
1915-IOFGU,No,0,2,Churned,Competitor offered higher download speeds,Competitor
3045-XETSH,No,0,3,Churned,Competitor offered more data,Competitor
7239-HZZCX,No,0,3,Churned,Competitor made better offer,Competitor
7683-CBDKJ,Yes,1,1,Churned,Competitor had better devices,Competitor
0628-CNQRM,Yes,1,1,Churned,Don't know,Other
7665-TOALD,No,0,1,Churned,Competitor made better offer,Competitor
0112-QWPNC,Yes,1,2,Churned,Competitor offered higher download speeds,Competitor
2777-PHDEI,No,0,1,Churned,Competitor offered more data,Competitor
1196-AMORA,No,0,1,Churned,Competitor offered more data,Competitor
4282-YMKNA,No,0,2,Churned,Competitor made better offer,Competitor
5356-RHIPP,No,0,1,Churned,Competitor made better offer,Competitor
0746-JTRFU,No,0,1,Churned,Product dissatisfaction,Dissatisfaction
4628-CTTLA,No,0,1,Churned,Lack of self-service on Website,Dissatisfaction
2876-VBBBL,No,0,2,Churned,Attitude of support person,Attitude
6834-NXDCA,No,0,3,Churned,Limited range of services,Dissatisfaction
5597-GLBUC,No,0,2,Churned,Lack of affordable download/upload speed,Price
2748-MYRVK,No,0,3,Churned,Long distance charges,Price
4822-YCXMX,No,0,1,Churned,Extra data charges,Price
9821-POOTN,Yes,1,2,Churned,Price too high,Price
6559-ILWKJ,Yes,1,1,Churned,Product dissatisfaction,Dissatisfaction
4229-CZMLL,No,0,1,Churned,Service dissatisfaction,Dissatisfaction
3663-MITLP,No,0,3,Churned,Lack of self-service on Website,Dissatisfaction
9025-ZRPVR,No,0,3,Churned,Attitude of support person,Attitude
3285-UCQVC,No,0,2,Churned,Don't know,Other
3737-GCSPV,Yes,5,1,Churned,Competitor had better devices,Competitor
4088-YLDSU,Yes,1,1,Churned,Competitor had better devices,Competitor
5797-APWZC,No,0,1,Churned,Competitor offered higher download speeds,Competitor
3683-QKIUE,No,0,2,Churned,Competitor offered higher download speeds,Competitor
4228-ZGYUW,No,0,3,Churned,Competitor offered more data,Competitor
3519-ZKXGG,Yes,1,2,Churned,Competitor offered more data,Competitor
6416-TVAIH,Yes,1,3,Churned,Competitor offered more data,Competitor
5108-ADXWO,No,0,1,Churned,Competitor made better offer,Competitor
3066-RRJIO,No,0,3,Churned,Competitor made better offer,Competitor
6715-OFDBP,No,0,1,Churned,Price too high,Price
1567-DSCIC,No,0,1,Churned,Product dissatisfaction,Dissatisfaction
2150-UWTFY,Yes,1,1,Churned,Service dissatisfaction,Dissatisfaction
2683-BPJSO,No,0,1,Churned,Lack of self-service on Website,Dissatisfaction
2157-MXBJS,Yes,1,3,Churned,Network reliability,Dissatisfaction
1087-UDSIH,No,0,3,Churned,Attitude of support person,Attitude
5445-PZWGX,No,0,1,Churned,Price too high,Price
9170-CCKOU,Yes,1,1,Churned,Product dissatisfaction,Dissatisfaction
1043-YCUTE,Yes,1,3,Churned,Service dissatisfaction,Dissatisfaction
3814-MLAXC,No,0,1,Churned,Lack of self-service on Website,Dissatisfaction
1226-UDFZR,No,0,1,Churned,Network reliability,Dissatisfaction
5442-UTCVD,No,0,1,Churned,Attitude of service provider,Attitude
7734-DBOAI,Yes,1,1,Churned,Attitude of support person,Attitude
2114-MGINA,No,0,1,Churned,Attitude of support person,Attitude
4489-SNOJF,Yes,1,1,Churned,Don't know,Other
2187-LZGPL,No,0,2,Churned,Attitude of service provider,Attitude
9019-QVLZD,No,0,2,Churned,Competitor made better offer,Competitor
3707-LRWZD,No,0,2,Churned,Moved,Other
1455-ESIQH,No,0,2,Churned,Moved,Other
2979-SXESE,Yes,1,1,Churned,Moved,Other
4013-TLDHQ,No,0,1,Churned,Competitor had better devices,Competitor
6121-VZNQB,No,0,2,Churned,Competitor made better offer,Competitor
6996-KNSML,No,0,1,Churned,Competitor had better devices,Competitor
2592-SEIFQ,No,0,2,Churned,Competitor offered higher download speeds,Competitor
8642-GVWRF,Yes,1,1,Churned,Competitor had better devices,Competitor
3400-ESFUW,Yes,1,1,Churned,Competitor offered more data,Competitor
2057-ZBLPD,Yes,3,3,Churned,Competitor offered more data,Competitor
5502-RLUYV,Yes,1,2,Churned,Competitor made better offer,Competitor
9039-RBEEE,No,0,1,Churned,Price too high,Price
8417-FMLZI,Yes,1,1,Churned,Product dissatisfaction,Dissatisfaction
0515-YPMCW,No,0,1,Churned,Competitor had better devices,Competitor
0378-XSZPU,Yes,1,2,Churned,Network reliability,Dissatisfaction
4729-XKASR,No,0,1,Churned,Competitor had better devices,Competitor
5449-FIBXJ,Yes,1,3,Churned,Lack of affordable download/upload speed,Price
9837-BMCLM,No,0,2,Churned,Long distance charges,Price
0137-UDEUO,No,0,1,Churned,Long distance charges,Price
4925-LMHOK,No,0,2,Churned,Service dissatisfaction,Dissatisfaction
1455-UGQVH,Yes,1,2,Churned,Lack of self-service on Website,Dissatisfaction
8280-MQRQN,No,0,3,Churned,Network reliability,Dissatisfaction
2037-SGXHH,Yes,1,2,Churned,Don't know,Other
3178-FESZO,No,0,1,Churned,Don't know,Other
6087-MVHJH,No,0,2,Churned,Don't know,Other
4603-JANFB,No,0,1,Churned,Competitor had better devices,Competitor
3018-TFTSU,No,0,1,Churned,Poor expertise of phone support,Dissatisfaction
4806-KEXQR,No,0,1,Churned,Competitor had better devices,Competitor
7083-YNSKY,No,0,1,Churned,Attitude of support person,Attitude
7434-SHXLS,No,0,3,Churned,Competitor made better offer,Competitor
7908-QCBCA,Yes,1,1,Churned,Competitor had better devices,Competitor
6711-FLDFB,No,0,1,Churned,Competitor had better devices,Competitor
4702-IOQDC,No,0,3,Churned,Competitor offered higher download speeds,Competitor
6178-KFNHS,No,0,1,Churned,Competitor offered higher download speeds,Competitor
1264-BYWMS,No,0,1,Churned,Competitor offered more data,Competitor
9658-WYUFB,No,0,1,Churned,Competitor offered more data,Competitor
2013-SGDXK,No,0,1,Churned,Competitor offered more data,Competitor
3506-LCJDC,Yes,1,1,Churned,Long distance charges,Price
3934-HXCFZ,Yes,1,1,Churned,Service dissatisfaction,Dissatisfaction
7666-WKRON,No,0,3,Churned,Lack of self-service on Website,Dissatisfaction
4910-AQFFX,Yes,1,3,Churned,Network reliability,Dissatisfaction
2154-KVJFF,No,0,3,Churned,Limited range of services,Dissatisfaction
9647-ERGBE,Yes,1,1,Churned,Competitor had better devices,Competitor
3428-XZMAZ,No,0,2,Churned,Long distance charges,Price
0378-TOVMS,No,0,1,Churned,Competitor had better devices,Competitor
4355-HBJHH,No,0,1,Churned,Price too high,Price
0318-QUUOB,Yes,1,1,Churned,Competitor had better devices,Competitor
5520-FVEWJ,Yes,1,1,Churned,Competitor had better devices,Competitor
5572-ZDXHY,No,0,1,Churned,Competitor had better devices,Competitor
3750-CKVKH,No,0,2,Churned,Don't know,Other
4547-KQRTM,No,0,1,Churned,Competitor offered higher download speeds,Competitor
4877-EVATK,No,0,2,Churned,Attitude of service provider,Attitude
7639-SUPCW,No,0,1,Churned,Competitor made better offer,Competitor
4658-HCOHW,Yes,1,1,Churned,Competitor had better devices,Competitor
3440-JPSCL,No,0,2,Churned,Competitor offered higher download speeds,Competitor
2889-FPWRM,Yes,1,2,Churned,Competitor offered higher download speeds,Competitor
4290-BSXUX,Yes,1,1,Churned,Competitor offered more data,Competitor
0325-XBFAC,No,0,1,Churned,Competitor offered more data,Competitor
2462-XIIJB,No,0,2,Churned,Competitor offered more data,Competitor
4760-XOHVN,Yes,1,2,Churned,Competitor made better offer,Competitor
7817-BOQPW,No,0,2,Churned,Competitor made better offer,Competitor
1853-UDXBW,Yes,1,2,Churned,Price too high,Price
5458-CQJTA,Yes,1,1,Churned,Product dissatisfaction,Dissatisfaction
5219-YIPTK,Yes,1,1,Churned,Service dissatisfaction,Dissatisfaction
3540-RZJYU,No,0,1,Churned,Lack of self-service on Website,Dissatisfaction
2091-MJTFX,Yes,1,3,Churned,Network reliability,Dissatisfaction
0883-EIBTI,No,0,3,Churned,Limited range of services,Dissatisfaction
7571-YXDAD,No,0,1,Churned,Long distance charges,Price
3393-FMZPV,No,0,1,Churned,Extra data charges,Price
7486-KSRVI,No,0,1,Churned,Product dissatisfaction,Dissatisfaction
8443-WVPSS,Yes,5,1,Churned,Service dissatisfaction,Dissatisfaction
3006-XIMLN,No,0,2,Churned,Lack of self-service on Website,Dissatisfaction
6305-YLBMM,No,0,3,Churned,Attitude of service provider,Attitude
3647-GMGDH,Yes,7,2,Churned,Attitude of support person,Attitude
6595-COKXZ,No,0,3,Churned,Attitude of service provider,Attitude
0362-ZBZWJ,No,0,1,Churned,Attitude of service provider,Attitude
4211-MMAZN,No,0,1,Churned,Attitude of support person,Attitude
4274-OWWYO,No,0,3,Churned,Deceased,Other
1541-ETJZO,No,0,2,Churned,Moved,Other
4106-HADHQ,Yes,1,1,Churned,Moved,Other
2369-UAPKZ,No,0,3,Churned,Moved,Other
0637-KVDLV,No,0,1,Churned,Don't know,Other
6633-MPWBS,No,0,1,Churned,Competitor offered more data,Competitor
8785-EPNCG,No,0,1,Churned,Competitor made better offer,Competitor
5729-KLZAR,Yes,1,1,Churned,Competitor had better devices,Competitor
1582-RAFML,No,0,1,Churned,Competitor had better devices,Competitor
8740-CRYFY,No,0,2,Churned,Competitor offered higher download speeds,Competitor
2962-XPMCQ,No,0,2,Churned,Competitor offered higher download speeds,Competitor
1678-FYZOW,No,0,1,Churned,Competitor offered higher download speeds,Competitor
8627-EHGIP,No,0,2,Churned,Competitor offered more data,Competitor
5480-TBGPH,No,0,3,Churned,Competitor offered more data,Competitor
8854-CCVSQ,No,0,2,Churned,Competitor offered more data,Competitor
0511-JTEOY,No,0,2,Churned,Competitor made better offer,Competitor
6532-YLWSI,Yes,1,3,Churned,Price too high,Price
5175-AOBHI,No,0,1,Churned,Lack of self-service on Website,Dissatisfaction
5174-RNGBH,No,0,3,Churned,Network reliability,Dissatisfaction
7270-BDIOA,No,0,2,Churned,Limited range of services,Dissatisfaction
9565-JSNFM,No,0,3,Churned,Lack of affordable download/upload speed,Price
0607-DAAHE,No,0,3,Churned,Long distance charges,Price
9732-KPKBW,No,0,1,Churned,Extra data charges,Price
9560-ARGQJ,No,0,1,Churned,Product dissatisfaction,Dissatisfaction
5134-IKDAY,Yes,1,3,Churned,Service dissatisfaction,Dissatisfaction
5380-AFSSK,No,0,1,Churned,Don't know,Other
8714-EUHJO,Yes,1,2,Churned,Poor expertise of online support,Dissatisfaction
3721-CNEYS,No,0,1,Churned,Poor expertise of phone support,Dissatisfaction
2568-OIADY,Yes,1,1,Churned,Competitor made better offer,Competitor
1193-RTSLK,No,0,1,Churned,Competitor offered higher download speeds,Competitor
5923-GXUOC,No,0,1,Churned,Competitor made better offer,Competitor
4432-ADRLB,No,0,1,Churned,Competitor made better offer,Competitor
8993-PHFWD,No,0,1,Churned,Competitor had better devices,Competitor
1565-RHDJD,No,0,3,Churned,Competitor offered higher download speeds,Competitor
3765-JXVKY,No,0,1,Churned,Competitor offered more data,Competitor
7330-WZLNC,No,0,3,Churned,Competitor offered more data,Competitor
6635-MYYYZ,No,0,2,Churned,Competitor made better offer,Competitor
5378-IKEEG,No,0,3,Churned,Price too high,Price
6413-XKKPU,Yes,1,1,Churned,Service dissatisfaction,Dissatisfaction
1449-XQEMT,No,0,1,Churned,Long distance charges,Price
2626-URJFX,Yes,1,3,Churned,Network reliability,Dissatisfaction
2612-RRIDN,No,0,2,Churned,Limited range of services,Dissatisfaction
4735-ASGMA,No,0,1,Churned,Competitor had better devices,Competitor
3669-LVWZB,No,0,2,Churned,Long distance charges,Price
6892-EZDTG,Yes,1,2,Churned,Extra data charges,Price
9725-SCPZG,No,0,3,Churned,Price too high,Price
5884-GCYMI,No,0,1,Churned,Competitor made better offer,Competitor
7853-GVUDZ,Yes,1,2,Churned,Long distance charges,Price
3943-KDREE,No,0,2,Churned,Don't know,Other
9239-ZBZZV,No,0,1,Churned,Competitor had better devices,Competitor
4398-HSCJH,No,0,1,Churned,Competitor offered higher download speeds,Competitor
4430-UZIPO,No,0,1,Churned,Competitor made better offer,Competitor
4855-SNKMY,No,0,3,Churned,Competitor made better offer,Competitor
8008-HAWED,No,0,1,Churned,Competitor had better devices,Competitor
1502-XFCVR,No,0,1,Churned,Competitor offered higher download speeds,Competitor
9692-TUSXH,No,0,1,Churned,Competitor offered higher download speeds,Competitor
7912-SYRQT,No,0,2,Churned,Competitor offered more data,Competitor
8292-TYSPY,No,0,2,Churned,Competitor offered more data,Competitor
1867-BDVFH,Yes,1,2,Churned,Competitor made better offer,Competitor
2359-QWQUL,Yes,1,2,Churned,Competitor made better offer,Competitor
9103-TCIHJ,No,0,2,Churned,Price too high,Price
4140-WJAWW,No,0,1,Churned,Long distance charges,Price
6653-CBBOM,No,0,1,Churned,Service dissatisfaction,Dissatisfaction
6101-IMRMM,No,0,2,Churned,Network reliability,Dissatisfaction
