Customer ID,Phone Service,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Offer,Tenure in Months
7317-GGVPB,Yes,Yes,Yes,Fiber Optic,11,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Offer A,71
1322-AGOQM,No,No,Yes,DSL,26,No,Yes,No,No,No,No,No,Yes,Month-to-Month,None,46
5692-FPTAH,Yes,No,Yes,Cable,26,No,No,No,No,No,No,No,Yes,Month-to-Month,None,1
1550-LOAHA,Yes,No,Yes,Fiber Optic,13,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,None,32
0268-QKIWO,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Offer E,3
0876-WDUUZ,Yes,No,Yes,Fiber Optic,17,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Offer E,5
0617-FHSGK,Yes,Yes,Yes,Fiber Optic,24,No,No,No,No,No,No,No,No,Month-to-Month,None,49
2858-MOFSQ,Yes,Yes,Yes,DSL,21,No,No,Yes,No,No,No,No,Yes,One Year,None,17
7005-CCBKV,Yes,No,Yes,Fiber Optic,9,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,None,6
4250-FDVOU,Yes,No,Yes,DSL,22,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Offer E,6
2141-RRYGO,Yes,No,Yes,DSL,23,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Offer E,4
6376-GAHQE,Yes,No,Yes,Fiber Optic,28,No,No,No,No,Yes,No,No,No,Month-to-Month,Offer E,4
5052-PNLOS,Yes,Yes,Yes,Fiber Optic,14,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Offer E,3
6979-ZNSFF,Yes,Yes,Yes,Fiber Optic,8,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Offer E,8
2386-LAHRK,Yes,No,Yes,DSL,73,No,No,No,No,Yes,No,No,Yes,Month-to-Month,None,1
6032-IGALN,No,No,Yes,Cable,28,No,No,No,No,No,No,No,Yes,Month-to-Month,None,1
0516-WJVXC,Yes,No,Yes,DSL,69,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,None,5
8809-RIHDD,Yes,Yes,Yes,Fiber Optic,23,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,None,72
4822-NGOCH,Yes,Yes,Yes,Fiber Optic,4,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,None,13
1432-FPAXX,No,No,Yes,DSL,7,No,Yes,No,No,No,No,No,Yes,Month-to-Month,None,29
3884-HCSWG,Yes,No,Yes,Fiber Optic,17,No,No,No,No,No,No,No,No,Month-to-Month,None,17
5077-DXTCG,Yes,No,Yes,Cable,26,No,No,No,No,No,No,No,Yes,Month-to-Month,None,1
1142-WACZW,No,No,Yes,Cable,11,No,No,No,Yes,No,No,No,Yes,Month-to-Month,None,2
4892-VLANZ,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,None,1
2919-HBCJO,Yes,No,Yes,Fiber Optic,17,No,Yes,No,No,No,No,No,Yes,Month-to-Month,None,4
4236-XPXAV,Yes,No,Yes,Fiber Optic,25,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,None,5
3030-YZADT,Yes,No,Yes,DSL,26,No,No,No,No,No,No,No,No,Month-to-Month,Offer E,9
7410-KTVFV,Yes,No,Yes,DSL,26,No,No,Yes,No,No,No,No,Yes,Month-to-Month,None,18
8393-DLHGA,Yes,No,Yes,Fiber Optic,4,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,None,25
2834-SPCJV,Yes,No,Yes,Fiber Optic,14,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,None,52
0587-DMGBH,Yes,No,Yes,Cable,25,Yes,No,No,No,No,No,No,No,Month-to-Month,None,8
3523-QRQLL,Yes,No,Yes,DSL,76,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,None,22
0895-DQHEW,Yes,Yes,Yes,Fiber Optic,23,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,None,54
8149-RSOUN,Yes,Yes,Yes,Fiber Optic,12,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Offer E,1
7250-EQKIY,Yes,No,Yes,DSL,29,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Offer E,1
4013-UBXWQ,Yes,Yes,Yes,Cable,19,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Offer E,7
5519-NPHVG,Yes,Yes,Yes,Fiber Optic,24,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,None,12
8849-GYOKR,Yes,Yes,Yes,Fiber Optic,21,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,None,54
3148-BLQJT,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Offer E,1
0461-CVKMU,Yes,No,Yes,Fiber Optic,28,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,None,23
8806-EAGWC,Yes,No,Yes,DSL,51,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,Offer E,3
4183-WCSEP,Yes,No,Yes,Fiber Optic,20,No,Yes,No,Yes,No,No,No,No,Month-to-Month,None,31
5498-TXHLF,Yes,Yes,Yes,Fiber Optic,4,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,None,34
9722-UJOJR,Yes,No,Yes,Fiber Optic,16,No,No,No,No,No,No,No,Yes,Month-to-Month,None,29
6772-KSATR,Yes,Yes,Yes,Fiber Optic,28,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Offer E,1
7112-OPOTK,Yes,No,Yes,Fiber Optic,23,No,No,No,No,No,No,No,Yes,Month-to-Month,None,33
4210-QFJMF,Yes,No,Yes,Fiber Optic,23,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Offer E,4
5828-AVIPD,Yes,Yes,Yes,Fiber Optic,51,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,None,19
1086-LXKFY,Yes,No,Yes,Fiber Optic,19,No,No,No,No,No,No,No,Yes,Month-to-Month,Offer E,1
7774-OJSXI,Yes,Yes,Yes,Fiber Optic,30,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,None,31
7786-WBJYI,Yes,Yes,Yes,Fiber Optic,26,No,Yes,No,No,No,No,No,Yes,Month-to-Month,None,4
5016-ETTFF,No,No,Yes,DSL,30,No,No,Yes,No,No,No,No,No,Month-to-Month,Offer D,10
3866-MDTUB,Yes,No,Yes,DSL,10,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,None,2
0697-ZMSWS,Yes,Yes,Yes,Fiber Optic,53,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,None,4
7593-XFKDI,Yes,No,Yes,DSL,21,No,No,No,No,No,No,No,Yes,Month-to-Month,None,1
0337-CNPZE,Yes,Yes,Yes,Fiber Optic,22,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,None,41
1513-XNPPH,Yes,No,Yes,Fiber Optic,9,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Offer D,12
6347-DCUIK,Yes,Yes,Yes,Fiber Optic,85,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Offer D,10
0897-FEGMU,Yes,Yes,Yes,Fiber Optic,26,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Offer D,11
7663-RGWBC,Yes,No,Yes,DSL,10,No,No,No,No,No,No,No,Yes,Month-to-Month,None,1
1120-BMWUB,Yes,No,Yes,DSL,8,No,Yes,No,Yes,No,No,No,No,Month-to-Month,Offer D,16
9124-LHCJQ,Yes,Yes,Yes,Fiber Optic,27,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,None,1
2235-ZGKPT,Yes,Yes,Yes,Cable,22,No,No,No,No,No,No,No,Yes,Month-to-Month,None,4
3891-PUQOD,Yes,No,Yes,DSL,24,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,None,1
0689-NKYLF,Yes,No,Yes,Fiber Optic,18,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Offer D,13
3658-KIBGF,Yes,No,Yes,DSL,58,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-Month,None,1
5519-YLDGW,Yes,Yes,Yes,Fiber Optic,16,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Offer D,21
4946-EDSEW,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Offer D,11
8185-UPYBR,Yes,Yes,Yes,Fiber Optic,13,No,No,No,No,No,No,No,Yes,Month-to-Month,None,6
4585-HETAI,Yes,No,Yes,Fiber Optic,58,No,No,Yes,No,No,No,Yes,Yes,Month-to-Month,None,4
7526-BEZQB,Yes,Yes,Yes,Cable,25,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Offer D,12
4951-UKAAQ,Yes,Yes,Yes,Fiber Optic,51,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,None,4
2108-YKQTY,Yes,No,Yes,DSL,30,No,Yes,No,No,No,No,No,Yes,Month-to-Month,None,4
4918-QLLIW,Yes,No,Yes,DSL,82,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,None,3
1625-JAIIY,Yes,Yes,Yes,Fiber Optic,5,No,No,No,No,Yes,No,No,Yes,One Year,None,68
2947-DOMLJ,Yes,No,Yes,Cable,13,Yes,No,No,No,No,No,No,Yes,Month-to-Month,None,1
4112-LUEIZ,Yes,No,Yes,Fiber Optic,2,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Offer D,10
4510-HIMLV,Yes,No,Yes,Fiber Optic,25,No,No,No,No,No,No,No,No,Month-to-Month,None,1
2430-USGXP,Yes,Yes,Yes,Fiber Optic,23,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,None,24
5955-ERIHD,Yes,Yes,Yes,Fiber Optic,20,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Offer D,18
5949-EBSQK,Yes,No,Yes,DSL,21,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,None,4
7274-RTAPZ,Yes,No,Yes,Fiber Optic,48,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Offer E,1
0311-UNPFF,Yes,No,Yes,Fiber Optic,22,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,None,26
3834-XUIFC,Yes,Yes,Yes,Fiber Optic,26,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Offer E,7
7599-FKVXZ,Yes,Yes,Yes,Fiber Optic,21,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,None,42
8229-TNIQA,Yes,No,Yes,Cable,20,No,No,No,No,No,No,No,Yes,Month-to-Month,Offer E,4
6221-AVQYL,Yes,Yes,Yes,Fiber Optic,15,No,No,No,No,No,No,No,Yes,Month-to-Month,None,2
7743-EXURX,Yes,No,Yes,DSL,20,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Offer E,8
5569-KGJHX,Yes,Yes,Yes,Fiber Optic,5,No,No,No,No,Yes,No,No,No,Month-to-Month,Offer E,9
7730-IUTDZ,Yes,No,Yes,Fiber Optic,11,Yes,No,No,No,No,No,No,Yes,Month-to-Month,None,43
0426-TIRNE,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Offer E,1
7587-RZNME,Yes,No,Yes,DSL,41,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Offer E,3
0748-RDGGM,Yes,No,Yes,Fiber Optic,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,None,70
3746-EUBYR,Yes,Yes,Yes,Fiber Optic,3,No,No,No,No,No,No,No,Yes,Month-to-Month,Offer E,1
2332-EFBJY,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Offer D,16
9474-PHLYD,Yes,No,Yes,DSL,48,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Offer D,15
2165-VOEGB,Yes,No,Yes,Fiber Optic,71,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,None,46
2219-MVUSO,Yes,No,Yes,Cable,5,No,No,No,No,No,No,No,Yes,Month-to-Month,None,8
8914-RBTSB,Yes,Yes,Yes,Fiber Optic,17,No,Yes,Yes,No,Yes,No,No,No,Month-to-Month,None,31
0963-ZBDRN,Yes,No,Yes,Fiber Optic,26,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,None,32
7594-RQHXR,Yes,No,Yes,Fiber Optic,52,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Offer E,1
6331-EWIEB,Yes,Yes,Yes,Fiber Optic,25,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Offer D,20
5998-VVEJY,Yes,Yes,Yes,Fiber Optic,22,No,No,No,Yes,No,No,No,Yes,Month-to-Month,None,26
4317-VTEOA,Yes,No,Yes,DSL,3,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Offer E,1
1670-SVOWZ,Yes,No,Yes,Fiber Optic,3,No,Yes,No,Yes,No,Yes,Yes,No,Month-to-Month,Offer D,14
7541-YLXCL,Yes,No,Yes,Cable,85,No,Yes,No,Yes,No,Yes,Yes,Yes,One Year,None,36
0260-ZDLGK,Yes,No,Yes,Cable,11,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,None,9
8722-NGNBH,No,No,Yes,Cable,59,Yes,No,Yes,Yes,No,No,Yes,Yes,Month-to-Month,None,5
0133-BMFZO,Yes,No,Yes,Fiber Optic,16,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,None,2
6128-CZOMY,Yes,No,Yes,Cable,22,No,No,No,No,No,No,No,Yes,Month-to-Month,None,1
9540-JYROE,Yes,No,Yes,Fiber Optic,85,No,No,No,No,No,No,No,No,Month-to-Month,None,8
3656-TKRVZ,Yes,No,Yes,DSL,52,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-Month,None,3
1501-SGHBW,Yes,No,Yes,Cable,16,No,No,No,No,No,No,No,Yes,Month-to-Month,None,2
3208-YPIOE,Yes,Yes,Yes,Fiber Optic,5,No,No,No,No,No,No,No,Yes,Month-to-Month,Offer C,39
2612-RANWT,Yes,Yes,Yes,Fiber Optic,47,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Offer D,12
2933-FILNV,No,No,Yes,DSL,52,No,No,No,No,No,No,No,Yes,Month-to-Month,None,2
9986-BONCE,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,None,4
4083-EUGRJ,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,None,9
6410-LEFEN,Yes,No,Yes,DSL,2,No,No,No,No,No,No,No,Yes,Month-to-Month,None,9
3194-ORPIK,Yes,Yes,Yes,Fiber Optic,17,No,No,No,No,Yes,No,No,Yes,Month-to-Month,None,50
8816-VXNZD,Yes,Yes,Yes,Fiber Optic,8,No,No,No,No,No,No,No,Yes,Month-to-Month,None,1
9378-FXTIZ,Yes,Yes,Yes,DSL,12,No,No,No,No,Yes,Yes,Yes,Yes,One Year,None,54
1723-HKXJQ,Yes,Yes,Yes,Fiber Optic,16,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,None,42
7825-GKXMW,Yes,No,Yes,DSL,18,No,No,No,No,No,No,No,No,Month-to-Month,Offer E,1
1240-KNSEZ,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Offer E,1
0836-SEYLU,No,No,Yes,DSL,26,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Offer E,9
3716-BDVDB,Yes,No,Yes,Fiber Optic,18,No,No,No,No,No,No,No,Yes,Month-to-Month,Offer E,1
5899-MQZZL,Yes,Yes,Yes,Fiber Optic,48,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Offer D,13
6849-OYAMU,Yes,No,Yes,Fiber Optic,20,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,None,19
6038-GCYEC,No,No,Yes,DSL,52,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Offer C,24
1150-WFARN,Yes,Yes,Yes,Fiber Optic,28,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,None,67
3144-AUDBS,Yes,No,Yes,DSL,28,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Offer E,6
5616-PRTNT,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,None,20
6688-UZPWD,Yes,Yes,Yes,Fiber Optic,10,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,None,11
2839-RFSQE,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Offer E,2
0968-GSIKN,Yes,No,Yes,Fiber Optic,27,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Offer E,1
1965-DDBWU,Yes,Yes,Yes,Fiber Optic,18,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,None,16
9057-SIHCH,Yes,Yes,Yes,Fiber Optic,13,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Offer E,3
6771-XWBDM,Yes,Yes,Yes,Fiber Optic,25,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,None,57
8601-QACRS,Yes,Yes,Yes,Cable,2,No,No,No,No,No,No,No,No,Month-to-Month,Offer E,5
2391-SOORI,Yes,No,Yes,DSL,27,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Offer E,4
2645-QTLMB,Yes,No,Yes,Fiber Optic,69,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Offer E,7
4806-HIPDW,Yes,No,Yes,Fiber Optic,13,No,No,No,No,No,No,No,Yes,Month-to-Month,Offer E,1
8443-ZRDBZ,Yes,Yes,Yes,Fiber Optic,29,No,No,No,No,No,No,No,Yes,Month-to-Month,None,4
9136-ALYBR,No,No,Yes,Cable,2,No,No,No,No,No,No,No,Yes,Month-to-Month,None,1
7479-NITWS,Yes,Yes,Yes,Fiber Optic,17,No,No,Yes,No,Yes,No,No,No,Month-to-Month,None,7
2959-MJHIC,Yes,No,Yes,Fiber Optic,13,No,No,No,No,Yes,No,No,Yes,Month-to-Month,None,4
5960-WPXQM,Yes,No,Yes,Fiber Optic,52,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,None,1
0684-AOSIH,Yes,No,Yes,Cable,5,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,None,1
8260-NGFNY,No,No,Yes,DSL,73,No,No,No,No,No,No,Yes,Yes,Month-to-Month,None,1
1725-IQNIY,Yes,No,Yes,Fiber Optic,9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,None,54
6598-RFFVI,Yes,No,No,None,0,No,No,No,No,No,No,No,No,One Year,None,2
8614-VGMMV,Yes,Yes,Yes,DSL,26,No,No,No,No,No,No,No,Yes,Month-to-Month,None,15
2930-UOTMB,Yes,Yes,Yes,Cable,52,Yes,No,Yes,Yes,No,No,No,No,Month-to-Month,Offer C,31
2533-QVMSK,Yes,Yes,Yes,Fiber Optic,11,No,Yes,No,Yes,Yes,No,No,Yes,Two Year,Offer B,61
8625-AZYZY,Yes,Yes,Yes,Fiber Optic,15,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Offer C,24
9306-CPCBC,Yes,Yes,Yes,Fiber Optic,27,No,No,No,No,No,No,No,Yes,Month-to-Month,None,3
2656-TABEH,Yes,Yes,Yes,Fiber Optic,10,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,None,4
2325-ZUSFD,Yes,No,Yes,DSL,7,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,Offer B,57
3932-CMDTD,Yes,No,Yes,Fiber Optic,52,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,None,4
3594-UVONA,Yes,Yes,Yes,Cable,46,Yes,No,Yes,Yes,Yes,Yes,Yes,No,One Year,Offer C,35
0004-TLHLJ,Yes,No,Yes,Fiber Optic,30,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Offer E,4
5089-IFSDP,Yes,Yes,Yes,Fiber Optic,24,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Offer B,58
4817-VYYWS,Yes,Yes,Yes,Fiber Optic,82,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Offer C,30
1396-QWFBJ,Yes,No,Yes,Fiber Optic,26,No,Yes,No,No,No,No,No,Yes,Month-to-Month,None,21
5299-SJCZT,Yes,Yes,Yes,Fiber Optic,6,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Offer E,3
2898-LSJGD,No,No,Yes,Cable,69,Yes,No,Yes,No,Yes,Yes,Yes,No,One Year,None,21
7359-PTSXY,Yes,No,Yes,DSL,28,No,No,No,No,No,No,No,Yes,Month-to-Month,None,1
4503-BDXBD,Yes,No,Yes,Fiber Optic,29,No,Yes,No,No,No,No,No,Yes,Month-to-Month,None,11
6086-ESGRL,Yes,No,Yes,Fiber Optic,11,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Offer E,1
3886-CERTZ,Yes,Yes,Yes,Fiber Optic,11,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,None,72
5759-RCVCB,No,No,Yes,DSL,30,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Offer E,3
6372-RFVNS,Yes,No,Yes,Fiber Optic,30,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Offer E,1
8938-UMKPI,Yes,Yes,Yes,Fiber Optic,25,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Offer B,47
0991-BRRFB,Yes,No,Yes,DSL,3,Yes,No,No,No,No,No,No,Yes,Month-to-Month,None,18
6319-IEJWJ,Yes,No,Yes,Fiber Optic,10,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,None,20
9025-AOMKI,Yes,Yes,Yes,Fiber Optic,5,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Offer E,6
5275-SQEIZ,Yes,No,Yes,Fiber Optic,21,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,None,1
7716-YTYHG,Yes,Yes,Yes,Fiber Optic,30,No,No,No,No,No,Yes,Yes,Yes,One Year,Offer B,48
4390-KYULV,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Offer E,3
8945-GRKHX,Yes,No,Yes,Fiber Optic,10,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Offer E,1
6959-UWKHF,Yes,No,Yes,Cable,11,No,No,No,No,No,No,No,Yes,Month-to-Month,Offer E,1
3815-SLMEF,No,No,Yes,Cable,52,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Offer E,3
5154-VEKBL,No,No,Yes,Cable,48,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Offer E,9
4587-VVTOX,Yes,Yes,Yes,Fiber Optic,58,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Offer E,6
4652-NNHNY,Yes,Yes,Yes,Fiber Optic,30,No,No,No,No,No,No,No,Yes,Month-to-Month,None,16
8515-OCTJS,Yes,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,Offer C,25
5261-QSHQM,No,No,Yes,DSL,9,No,No,No,No,No,No,No,Yes,Month-to-Month,Offer E,4
8868-WOZGU,Yes,Yes,Yes,Fiber Optic,13,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Offer C,28
1334-FJSVR,No,No,Yes,DSL,7,No,No,No,No,No,No,No,Yes,Month-to-Month,Offer E,1
7625-XCQRH,Yes,Yes,Yes,Fiber Optic,4,No,No,No,No,No,No,No,Yes,Month-to-Month,None,11
1731-TVIUK,Yes,Yes,Yes,Fiber Optic,4,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Offer E,4
0618-XWMSS,Yes,No,Yes,Fiber Optic,5,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Offer C,28
2565-JSLRY,Yes,Yes,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,None,1
6689-KXGBO,Yes,No,Yes,DSL,5,No,Yes,No,No,No,No,No,Yes,Month-to-Month,None,1
6615-NGGZJ,Yes,Yes,Yes,Fiber Optic,27,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,None,14
4255-DDUOU,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,None,1
2984-MIIZL,Yes,No,Yes,Fiber Optic,29,No,No,Yes,No,No,No,No,Yes,Month-to-Month,None,4
5590-YRFJT,No,No,Yes,DSL,10,No,No,No,No,No,No,No,Yes,Month-to-Month,None,20
3677-TNKIO,Yes,No,Yes,Fiber Optic,52,No,No,No,No,No,No,No,Yes,Month-to-Month,None,14
3329-WDIOK,No,No,Yes,Cable,25,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,None,3
2873-ZLIWT,Yes,Yes,Yes,Fiber Optic,19,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Offer B,40
3415-TAILE,Yes,No,Yes,DSL,51,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,None,2
1915-IOFGU,Yes,No,Yes,Fiber Optic,3,No,No,No,No,No,No,No,Yes,Month-to-Month,None,1
3045-XETSH,Yes,Yes,Yes,Fiber Optic,21,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,None,10
7239-HZZCX,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,None,1
7683-CBDKJ,Yes,No,Yes,Cable,19,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,None,14
0628-CNQRM,Yes,No,Yes,Cable,17,Yes,No,Yes,Yes,Yes,No,No,Yes,One Year,None,22
7665-TOALD,Yes,No,Yes,Fiber Optic,59,No,No,No,No,No,No,Yes,Yes,Month-to-Month,None,1
0112-QWPNC,Yes,Yes,Yes,Cable,10,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Offer B,49
2777-PHDEI,Yes,No,Yes,Fiber Optic,59,No,No,No,No,Yes,No,Yes,No,Month-to-Month,None,1
1196-AMORA,Yes,Yes,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes,Month-to-Month,None,7
4282-YMKNA,Yes,Yes,Yes,Fiber Optic,12,No,No,No,No,No,No,No,Yes,Month-to-Month,Offer E,9
5356-RHIPP,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Offer E,1
0746-JTRFU,No,No,Yes,Cable,73,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Offer E,2
4628-CTTLA,No,No,Yes,DSL,59,No,Yes,No,No,Yes,No,Yes,No,Month-to-Month,Offer B,57
2876-VBBBL,Yes,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Offer E,1
6834-NXDCA,No,No,Yes,DSL,53,No,No,No,No,No,No,No,Yes,Month-to-Month,None,13
5597-GLBUC,Yes,No,Yes,Fiber Optic,23,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Offer E,1
2748-MYRVK,Yes,Yes,Yes,Fiber Optic,59,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Offer B,63
4822-YCXMX,Yes,Yes,Yes,Fiber Optic,22,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Offer C,25
9821-POOTN,Yes,Yes,Yes,Fiber Optic,12,No,No,No,No,No,No,No,Yes,Month-to-Month,Offer C,35
6559-ILWKJ,No,No,Yes,Cable,25,No,Yes,No,No,Yes,Yes,Yes,No,Two Year,None,71
